Action|Reward|In Progress
1|2.5789473684210527|True
1|2.6315789473684212|True
1|2.4736842105263155|True
3|3.4736842105263155|True
0|3.4736842105263155|True
3|3.7894736842105265|True
2|4.421052631578947|True
3|3.3684210526315788|True
1|4.684210526315789|True
2|4.684210526315789|True
1|4.368421052631579|True
3|2.0526315789473686|True
2|2.6842105263157894|True
1|3.0526315789473686|True
3|3.0526315789473686|True
2|2.210526315789474|True
2|0|True
2|0.9473684210526317|True
2|0.9473684210526317|True
2|-0.05263157894736825|True
2|1.3684210526315792|True
2|1.3684210526315792|True
2|1.3684210526315792|True
2|1.3684210526315792|True
2|1.3684210526315792|True
2|1.3684210526315792|True
2|1.3684210526315792|True
3|2.368421052631579|True
2|2.368421052631579|True
3|0.5263157894736842|True
2|0.5263157894736842|True
1|0.5263157894736842|True
3|0.21052631578947378|True
2|1.263157894736842|True
2|0.736842105263158|True
2|0.736842105263158|True
2|0.736842105263158|True
2|-0.26315789473684204|True
2|-0.26315789473684204|True
2|-0.26315789473684204|True
2|-0.26315789473684204|True
2|-0.26315789473684204|True
3|0.736842105263158|True
2|3.3684210526315788|True
3|1.6315789473684212|True
1|2.263157894736842|True
3|1.7894736842105263|True
2|1.7894736842105263|True
1|2.8421052631578947|True
3|2.8421052631578947|True
0|0.7894736842105265|True
1|0.26315789473684237|True
3|0.21052631578947378|True
2|3.1578947368421053|True
2|0.5789473684210528|True
2|0.5789473684210528|True
2|0.5789473684210528|True
2|-0.42105263157894723|True
2|-0.42105263157894723|True
2|-0.42105263157894723|True
2|-0.42105263157894723|True
2|-1|True
2|-1|True
2|-1|True
2|-1|True
3|0.9473684210526317|True
2|0.9473684210526317|True
1|2.7368421052631575|True
3|2.947368421052632|True
2|4.421052631578947|True
2|0.9999999999999998|True
3|0|True
2|0|True
1|0.7894736842105265|True
3|2.0526315789473686|True
2|2.0526315789473686|True
2|0.052631578947368585|True
3|0.052631578947368585|True
2|0.052631578947368585|True
1|2.3157894736842106|True
1|4.2105263157894735|True
1|4.2105263157894735|True
1|3.2105263157894735|True
1|3.2105263157894735|False
